	Length	Tokens	Avg Token Length	Entities	Avg Entity Length	Density	B-COM	I-COM	B-BRAND	I-BRAND	B-DEV	I-DEV	O
51	23	['all', 'oligonucleotides', 'were', 'synthesised', 'by', '$UNK$', 'genomics', '$UNK$', 'ebersberg', ',', 'germany', '$UNK$', ',', 'purchased', 'in', '$UNK$', 'form', 'and', 'dissolved', 'in', '$UNK$', 'water', '.']	5.304347826086956	['$UNK$', 'genomics']	6.5	8.695652173913043	1	1	0	0	0	0	21
52	92	['materials', 'and', 'methods', 'activated', 'sludge', 'samples', 'and', 'dna', 'extraction', 'activated', 'sludge', 'samples', 'were', 'collected', 'from', 'one', 'industria', 'l', '$UNK$', '$UNK$', 'plant', 'a', '$UNK$', 'and', 'seven', 'domestic', '$UNK$', '$UNK$', 'plants', '$UNK$', '$UNK$', 'located', 'in', 'japan', '$UNK$', 'table', '$UNK$', 'dna', 'of', 'each', 'activated', 'sludge', 'sample', 'was', 'extracted', 'as', 'follows', ':', 'each', 'activated', 'sludge', 'sample', 'was', 'centrifuged', 'at', '$NUM$', 'g', 'for', '$NUM$', 'min', 'and', 'the', 'total', 'dna', 'of', 'each', 'sample', 'was', 'extracted', 'from', '$NUM$', 'mg', 'of', 'the', 'wet', '$UNK$', 'te', 'using', 'a', '$UNK$', 'soil', 'kit', '$UNK$', '$UNK$', 'el', 'gmbh', ',', 'kg', ',', 'germany', '$UNK$', '.']	4.630434782608695	['$UNK$', 'soil', 'kit', '$UNK$', 'el', 'gmbh']	3.8333333333333335	6.521739130434782	1	2	1	2	0	0	86
53	25	['the', 'oil', 'and', 'aqueous', 'phases', 'were', 'then', 'mixed', 'together', '$NUM$', 'with', 'an', '$UNK$', '$UNK$', 't25', '$UNK$', '$UNK$', 'ika', '$UNK$', '-', 'werke', 'gmbh', '&', 'co.', '.']	4.0	['$UNK$', '$UNK$', 't25', '$UNK$', 'ika', '$UNK$', '-', 'werke', 'gmbh', '&', 'co.', '.']	3.4166666666666665	48.0	1	7	1	3	0	0	13
54	34	['vials', 'were', 'frozen', 'to', '$UNK$', '$NUM$', '$UNK$', 'in', '$NUM$', 'h.', 'primary', 'drying', '$UNK$', '$NUM$', 'h', '$UNK$', 'was', 'started', 'at', 'a', 'shelf', 'temperature', 'of', '$UNK$', '$NUM$', '$UNK$', 'and', 'a', 'chamber', 'pressure', 'of', '0.4', 'mbar', '.']	4.264705882352941	[]	-1.0	0.0	0	0	0	0	0	0	34
55	48	['kinetic', 'analysis', 'of', '$UNK$', '$UNK$', 'conversion', 'for', 'the', 'estimation', 'of', 'the', 'kinetic', 'constants', ',', 'increasing', 'concentrations', 'of', 'the', '$UNK$', '$UNK$', '$UNK$', 'μm', '$UNK$', 'with', 'fixed', 'concentrations', 'of', '$UNK$', '$UNK$', '$NUM$', 'μm', '$UNK$', ',', 'adx', '$UNK$', '$NUM$', 'μm', '$UNK$', ',', 'and', 'adr', '$UNK$', '$NUM$', 'μm', '$UNK$', 'were', 'used', '.']	4.729166666666667	[]	-1.0	0.0	0	0	0	0	0	0	48
56	37	['$UNK$', 'and', '$UNK$', 'alleles', 'were', 'detected', 'by', '$UNK$', 'and', '$UNK$', 'kits', '$UNK$', '$UNK$', 'ssp', 'tm', 'dq', 'kit', ',', '$UNK$', 'ssp', 'ab', ',', 'saltsjöbaden', ',', 'sweden', '$UNK$', 'using', 'sequence', 'specific', 'primer', '$UNK$', 'ssp', '-', '$UNK$', 'pcr', 'method', '.']	4.27027027027027	['$UNK$', 'ssp', 'tm', 'dq', 'kit', '$UNK$', 'ssp', 'ab']	3.125	21.62162162162162	1	2	1	4	0	0	29
57	34	['cdna', 'synthesis', ',', 'quantitative', 'real-time', 'pcr', 'and', 'statistical', 'analysis', 'cdna', 'was', 'obtained', 'by', 'oligo', '$UNK$', 'dt', '$UNK$', '$NUM$', '-', 'primed', 'reverse', 'transcription', 'of', '$NUM$', 'mg', 'total', 'rna', 'using', 'superscript', 'ii', '$UNK$', 'invitrogen', '$UNK$', '.']	5.352941176470588	['superscript', 'ii', 'invitrogen']	7.666666666666667	8.823529411764707	1	0	1	1	0	0	31
58	23	"['total', 'rna', 'was', 'extracted', 'with', '$UNK$', 'mini', 'kit', '$UNK$', 'qiagen', 'gmbh', ',', 'hilden', ',', 'germany', '$UNK$', 'according', 'to', 'the', 'manufacturer', ""'s"", 'protocol', '.']"	4.695652173913044	['$UNK$']	5.0	4.3478260869565215	1	0	0	0	0	0	22
59	20	['light', 'emission', 'of', 'the', 'samples', 'were', 'measured', 'by', 'a', '$UNK$', '$UNK$', 'berthold', 'detection', 'systems', ',', 'gmbh', ',', 'germany', '$UNK$', '.']	4.65	['$UNK$', 'berthold', 'detection', 'systems']	7.25	20.0	1	2	0	0	1	0	16
60	19	['images', 'were', 'acquired', 'with', '$UNK$', '$UNK$', 'version', '$UNK$', ';', 'carl', 'zeiss', '$UNK$', 'gmbh', ',', 'jena', ',', 'germany', '$UNK$', '.']	4.315789473684211	['$UNK$', 'carl', 'zeiss', '$UNK$', 'gmbh']	4.6	26.31578947368421	1	3	1	0	0	0	14
61	25	['microscopy', 'pictures', 'and', 'videos', 'were', 'generated', 'using', 'a', '$UNK$', 'digital', 'microscope', '$UNK$', '$UNK$', '$UNK$', 'pro', ',', '$UNK$', 'electronics', 'corporation', ',', 'hsinchu', ',', 'taiwan', '$UNK$', '.']	5.4	['digital', 'microscope', '$UNK$', '$UNK$', 'pro', '$UNK$', 'electronics', 'corporation']	7.125	32.0	1	2	1	2	1	1	17
62	37	['the', 'average', 'size', 'and', 'size', 'distribution', 'of', 'the', 'dry', 'nanoparticles', 'were', 'determined', 'by', 'measuring', 'the', 'diameter', 'of', 'more', 'than', '$NUM$', 'particles', 'with', 'the', 'image', 'analysis', 'software', 'analysis', 'auto', '$UNK$', 'soft', 'imaging', 'system', 'gmbh', ',', 'germany', '$UNK$', '.']	5.243243243243243	['image', 'analysis', 'software', 'analysis', 'auto', 'soft', 'imaging', 'system', 'gmbh']	6.0	24.324324324324326	1	3	1	1	1	2	28
63	51	['labelling', 'efficiency', 'was', 'measured', 'using', 'instant', 'thin', 'layer', 'chromatography', 'strips', '$UNK$', '$UNK$', '$UNK$', '$UNK$', 'varian', 'medical', 'systems', 'uk', ',', 'ltd.', ',', 'crawley', ',', 'uk', '$UNK$', 'with', 'a', 'mobile', 'phase', 'of', '0.1', 'm', 'citrate', 'buffer', ',', 'ph', '$NUM$', 'and', 'analysed', 'using', 'a', 'gamma', 'ray', 'tlc', 'scanner', '$UNK$', '$UNK$', ',', 'uk', '$UNK$', '.']	4.529411764705882	['$UNK$', 'varian', 'medical', 'systems', 'uk', 'gamma', 'ray', 'tlc', 'scanner', '$UNK$']	5.0	19.607843137254903	2	3	1	0	1	3	41
64	63	"['rna', 'extraction', 'and', 'real', 'time', 'rt-pcr', 'screening', 'of', 'the', 'samples', 'in', 'the', 'laboratory', ',', 'the', 'samples', 'were', '$UNK$', 'and', 'centrifuged', 'at', '$NUM$', 'rpm', 'for', '$NUM$', 'min', 'following', 'which', '$NUM$', 'ml', 'of', 'supernatant', 'was', 'used', 'for', 'the', 'extraction', 'of', 'viral', 'rna', 'using', 'commercially', 'available', '$UNK$', 'viral', 'rna', 'mini', 'kit', '$UNK$', 'qiagen', 'gmbh', ',', 'hilden', ',', 'germany', '$UNK$', 'as', 'per', 'the', 'manufacturer', ""'s"", 'instructions', '.']"	4.825396825396825	['$UNK$', 'viral', 'rna', 'mini', 'kit', 'qiagen', 'gmbh']	4.285714285714286	11.11111111111111	1	1	1	3	1	0	56
65	23	['specified', '$UNK$', 'female', '$UNK$', 'mice', '$UNK$', '5-6', 'weeks', 'old', '$UNK$', 'were', 'obtained', 'from', 'harlan', 'netherlands', 'bv', '$UNK$', 'horst', ',', 'the', 'netherlands', '$UNK$', '.']	5.043478260869565	[]	-1.0	0.0	0	0	0	0	0	0	23
66	24	['12.0', '$UNK$', '$UNK$', 'ab', ',', 'umeå', ',', 'sweden', '$UNK$', 'on', 'mean', 'centered', 'and', 'unit', 'variance', 'scaled', 'metabolite', 'responses', 'from', 'the', 'original', 'data', 'set', '.']	4.583333333333333	['$UNK$', 'ab']	3.5	8.333333333333332	1	1	0	0	0	0	22
67	32	['the', 'proteins', 'were', 'purified', 'to', '>', '$NUM$', '%', 'by', 'hplc', 'using', 'a', '$UNK$', '$UNK$', 'reverse', 'phase', 'hplc', 'c4', 'mass', 'spec', '$UNK$', 'column', '$UNK$', 'grace', 'silica', 'gmbh', ',', 'düren', ',', 'germany', '$UNK$', '.']	4.09375	['$UNK$', '$UNK$', 'reverse', 'phase', 'hplc', 'c4', 'mass', 'spec', '$UNK$', 'grace', 'silica', 'gmbh']	4.666666666666667	37.5	1	2	2	7	0	0	20
68	32	['from', 'the', 'residue', ',', '$NUM$', 'mg', 'were', 'used', 'for', 'nmr', 'analysis', '$UNK$', '$NUM$', 'h', 'and', '$NUM$', 'c', 'nmr', '$UNK$', '$UNK$', 'advance', '$NUM$', ',', 'bruker', '$UNK$', 'gmbh', ',', '$UNK$', ',', 'germany', '$UNK$', '.']	3.90625	['advance', '$NUM$', 'bruker', '$UNK$', 'gmbh']	5.4	15.625	1	2	1	1	0	0	27
69	63	['after', 'incubation', ',', 'bacteria', 'were', 'removed', 'by', 'washing', 'twice', 'and', 'finally', '$UNK$', 'cells', 'in', '$NUM$', 'ml', 'of', 'respiratory', 'media', '$UNK$', '$UNK$', '$NUM$', 'without', '$UNK$', 'or', 'naco', '$NUM$', ',', 'pyruvate', '$UNK$', '$NUM$', 'mm', '$UNK$', ',', 'l-glutamine', '$UNK$', '$NUM$', 'mm', '$UNK$', ',', 'ph', '7.5', '$UNK$', ',', 'containing', '$NUM$', '%', '$UNK$', '$UNK$', '$NUM$', 'mg/ml', '$UNK$', '$UNK$', 'acs', '$UNK$', 'generics', 's.a.', ',', 'luxembourg', ',', 'belgium', '$UNK$', '.']	4.634920634920635	['acs', '$UNK$', 'generics', 's.a.']	5.0	6.349206349206349	1	3	0	0	0	0	59
70	38	['an', 'adhesive', 'wound', 'paste', '$UNK$', '$UNK$', 'dental', 'adhesive', 'paste', ',', 'meda', 'pharmaceuticals', 'switzerland', 'gmbh', ',', '$UNK$', ',', 'switzerland', '$UNK$', 'was', 'then', 'applied', 'postoperatively', ',', 'and', 'patients', 'were', 'instructed', 'to', 'apply', 'it', 'twice', 'daily', '$UNK$', 'fig.', '1c', '$UNK$', '.']	5.2105263157894735	['$UNK$']	5.0	2.631578947368421	0	0	1	0	0	0	37
71	37	['the', 'onion', 'epidermal', 'cells', 'then', 'were', 'stained', 'with', '$UNK$', 'iodide', '$UNK$', '$NUM$', '$UNK$', '$UNK$', 'for', 'nuclei', 'and', 'were', 'observed', 'with', 'a', 'leica', 'tcs', 'sp2', '$UNK$', 'confocal', 'microscope', '$UNK$', 'leica', 'microsystems', ',', 'heidelberg', 'gmbh', ',', 'germany', '$UNK$', '.']	5.027027027027027	['leica', 'tcs', 'sp2', '$UNK$', 'confocal', 'microscope', 'leica', 'microsystems', 'heidelberg', 'gmbh']	6.5	27.027027027027028	2	2	1	3	1	1	27
72	23	['calcium', 'levels', 'were', 'measured', 'on', 'a', '$UNK$', 'prime', '$UNK$', 'equipment', '$UNK$', 'thermo', 'fischer', 'scientific', 'inc', ',', 'waltham', ',', 'ma', ',', 'usa', '$UNK$', '.']	4.521739130434782	['$UNK$', 'prime', '$UNK$', 'thermo', 'fischer', 'scientific', 'inc']	5.857142857142857	30.434782608695656	1	3	1	2	0	0	16
73	50	['finally', ',', 'nr', 'was', 'extracted', 'from', 'the', 'lysosomes', 'using', '$NUM$', '$UNK$', 'of', 'an', 'extraction', 'solution', '$UNK$', '$NUM$', '%', 'v/v', 'acetic', 'acid', 'and', '$NUM$', '%', 'v/v', 'ethanol', '$UNK$', 'and', 'gently', 'shaken', 'on', 'a', 'horizontal', 'shaker', '$UNK$', '$UNK$', '$NUM$', ',', 'johanna', 'otto', 'gmbh', ',', 'hechingen', ',', 'germany', '$UNK$', 'for', '$NUM$', 'min', '.']	4.46	['horizontal', 'shaker', '$UNK$', '$NUM$', 'johanna', 'otto', 'gmbh']	5.857142857142857	14.000000000000002	1	2	1	1	1	1	43
74	30	['$UNK$', 'was', 'supplied', 'by', '$UNK$', 'pharma', 'gmbh', '$UNK$', 'rheinland', 'palatinate', ',', 'germany', '$UNK$', 'and', '$UNK$', 'was', 'from', 'banyu', '$UNK$', 'banyu', 'pharmaceutical', 'co.', ',', 'ltd.', ',', 'tokyo', ',', 'japan', '$UNK$', '.']	4.666666666666667	['$UNK$', 'pharma', 'gmbh', 'banyu', 'banyu', 'pharmaceutical', 'co.', ',', 'ltd.']	5.222222222222222	30.0	3	6	0	0	0	0	21
75	31	['chemicals', '$UNK$', '$UNK$', '$UNK$', 'suspension', '$UNK$', 'was', 'obtained', 'from', '$UNK$', 'pharmaceuticals', '$UNK$', 'istanbul', ',', 'turkey', '$UNK$', ',', 'and', 'ala', 'was', 'obtained', 'from', '$UNK$', 'chemie', 'gmbh', '$UNK$', 'steinheim', ',', 'germany', '$UNK$', '.']	5.290322580645161	['$UNK$', 'pharmaceuticals', '$UNK$', 'chemie', 'gmbh']	7.0	16.129032258064516	2	3	0	0	0	0	26
76	27	['all', 'of', 'the', 'cements', 'were', 'tested', 'in', 'their', 'proprietary', 'forms', 'with', 'pre-mixed', 'gentamicin', 'and', 'also', 'with', 'the', 'addition', 'of', '$NUM$', 'g', 'vancomycin', 'and', '$NUM$', 'g', 'vancomycin', '.']	4.851851851851852	[]	-1.0	0.0	0	0	0	0	0	0	27
77	40	['peritoneal', '$UNK$', 'macrophages', 'from', '$UNK$', 'and', '$UNK$', 'mice', '$UNK$', 'harlan', 'ltd.', ',', 'oxon', ',', 'uk', '$UNK$', 'were', 'collected', 'by', 'lavage', '$NUM$', 'days', 'after', 'intraperitoneal', 'injections', 'of', '$NUM$', 'ml', 'of', '$NUM$', '%', '$UNK$', '$UNK$', '$UNK$', ',', 'detroit', ',', 'mi', '$UNK$', '.']	4.6	['$UNK$', '$UNK$', 'mice', 'harlan', 'ltd.', '$UNK$']	4.833333333333333	15.0	2	1	2	0	1	0	34
78	56	['the', 'cycling', 'conditions', 'consisted', 'of', 'an', 'initial', 'denaturation', 'step', 'at', '$NUM$', '$UNK$', 'for', '$NUM$', 'min', ',', 'followed', 'by', '$NUM$', 'cycles', 'at', '$NUM$', '$UNK$', 'for', '$NUM$', 's', ',', '$NUM$', '$UNK$', 'for', '$NUM$', 's', ',', 'and', '$NUM$', '$UNK$', 'for', '$NUM$', 's', ',', 'the', 'pcr', 'products', '$UNK$', '$NUM$', '$UNK$', '$UNK$', 'were', 'resolved', 'on', 'a', '$NUM$', '%', 'agarose', 'gel', '.']	4.142857142857143	[]	-1.0	0.0	0	0	0	0	0	0	56
79	30	['panorama', 'images', 'were', 'assembled', 'from', 'a', 'series', 'of', 'images', 'and', 'combined', 'by', 'a', 'panoramic', 'stitching', 'software', '$UNK$', '$UNK$', ',', 'new', 'house', 'internet', 'services', 'bv', ',', 'rotterdam', ',', 'netherlands', '$UNK$', '.']	5.033333333333333	['$UNK$']	5.0	3.3333333333333335	0	0	1	0	0	0	29
80	47	['food', 'was', '$UNK$', 'at', '$NUM$', ',', '$NUM$', ',', '$NUM$', ',', '$NUM$', ',', 'and', '$NUM$', 'h', 'after', 'injection', ',', 'whereas', 'body', 'weight', 'and', 'water', 'intake', 'were', 'measured', '$NUM$', 'h', 'after', 'injection', 'using', 'a', 'fisher', 'scientific', '$UNK$', 'series', 'balance', '$UNK$', 'fisher', 'scientific', 'ltd.', ',', 'leicester', ',', 'uk', '$UNK$', '.']	4.446808510638298	['fisher', 'scientific', '$UNK$', 'balance', 'fisher', 'scientific', 'ltd.']	6.857142857142857	14.893617021276595	1	2	1	2	1	0	40
81	45	['particle', 'size', 'measurement', 'and', 'emulsifying', 'activity', 'eps', '$UNK$', '$NUM$', '%', 'w/v', '$UNK$', 'samples', 'dissolved', 'in', 'water', 'were', '$UNK$', 'for', '$NUM$', 'min', ',', 'and', 'the', 'particle', 'size', 'distributions', 'were', 'measured', 'by', 'laser', 'diffraction', '$UNK$', 'malvern', '$UNK$', '$NUM$', ',', 'malvern', 'ltd', ',', 'worcestershire', ',', 'uk', '$UNK$', '.']	5.088888888888889	['malvern', '$UNK$', '$NUM$', 'malvern', 'ltd']	5.4	11.11111111111111	1	1	1	2	0	0	40
82	41	['for', 'secondary', 'pcr', 'amplification', 'of', 'the', '$UNK$', 'marker', ',', '12.5', 'ml', 'of', '$UNK$', '$UNK$', '$UNK$', 'ltd.', ',', 'haywards', 'heath', ',', 'uk', '$UNK$', ',', 'and', '$NUM$', '$UNK$', 'of', 'each', 'forward', 'and', 'reverse', '$UNK$', 'primer', 'were', 'used', 'in', 'a', '$NUM$', 'ml', 'reaction', '.']	4.121951219512195	['$UNK$', '$UNK$', 'ltd.']	4.666666666666667	7.317073170731707	1	1	1	0	0	0	38
83	27	['the', 'resting', 'blood', 'pressure', 'was', 'measured', 'three', 'times', 'at', '$UNK$', 'intervals', 'from', 'the', 'right', 'arm', 'after', 'the', 'patient', 'had', 'been', 'seated', 'for', 'at', 'least', '$NUM$', 'min', '.']	4.518518518518518	[]	-1.0	0.0	0	0	0	0	0	0	27
84	8	['the', 'investigators', 'were', 'divided', 'into', '$NUM$', 'groups', '.']	5.375	[]	-1.0	0.0	0	0	0	0	0	0	8
85	21	['statistical', 'analysis', 'multivariate', 'analysis', ':', '$UNK$', 'orthogonal', 'projections', 'to', 'latent', 'structures', 'discriminant', 'analysis', '$UNK$', '$UNK$', '$UNK$', 'was', 'performed', 'in', '$UNK$', '?']	6.619047619047619	['$UNK$']	5.0	4.761904761904762	0	0	1	0	0	0	20
86	21	['serological', 'typing', 'of', 'hla-b', 'was', 'performed', 'using', 'the', 'standard', '$UNK$', 'method', '$UNK$', '$UNK$', '$UNK$', 'gmbh', ',', 'kronberg', ',', 'germany', '$UNK$', '.']	5.0	['$UNK$', '$UNK$', 'gmbh']	4.666666666666667	14.285714285714285	1	2	0	0	0	0	18
87	76	['$UNK$', '$UNK$', 'work', 'productivity', 'and', 'activity', 'impairment', 'compared', 'to', 'other', 'common', 'chronic', 'diseases', ':', 'a', 'systematic', 'review', 'miller', 'ps', '$NUM$', ',', 'andersson', 'fl', '$NUM$', '$NUM$', 'miller', 'economics', 'ltd.', ',', 'alderley', 'edge', ',', 'uk', ',', '$NUM$', 'ferring', 'pharmaceuticals', 'a/s', ',', 'copenhagen', ',', 'denmark', 'objectives', ':', '$UNK$', 'is', 'defined', 'by', 'the', 'international', 'continence', 'society', 'as', 'the', 'need', 'to', 'void', 'one', 'or', 'more', 'times', 'during', 'the', 'night', ',', 'with', 'each', 'of', 'the', 'voids', 'preceded', 'and', 'followed', 'by', 'sleep', '.']	4.868421052631579	['miller', 'ps', '$NUM$', 'miller', 'economics', 'ferring', 'pharmaceuticals', 'a/s']	6.625	10.526315789473683	2	3	1	2	0	0	68
88	30	['spirometry', ':', '$UNK$', '$NUM$', 'was', 'measured', 'by', 'spirometer', '$UNK$', 'master', 'screen', ',', 'erich', 'jaeger', 'gmbh', ',', 'wuerzburg', ',', 'germany', '$UNK$', ';', 'the', 'highest', 'of', 'three', 'successive', 'measurements', 'was', 'taken', '.']	4.966666666666667	['spirometer', 'master', 'screen', 'erich', 'jaeger', 'gmbh']	6.166666666666667	20.0	1	2	1	1	1	0	24
89	38	['the', 'p53', 'wild-type', '$UNK$', '$UNK$', '.4', 'and', '$UNK$', '$UNK$', 'and', 'p53', 'mutated', '$UNK$', '$UNK$', ',', '$UNK$', '$UNK$', 'b', 'leukemic', 'lines', 'were', 'purchased', 'from', '$UNK$', '$UNK$', 'deutsche', 'sammlung', 'von', '$UNK$', 'und', '$UNK$', 'gmbh', ',', 'braunschweig', ',', 'germany', '$UNK$', '.']	4.684210526315789	['$UNK$', 'deutsche', 'sammlung', 'von', '$UNK$', 'und', '$UNK$', 'gmbh']	5.125	21.052631578947366	2	6	0	0	0	0	30
90	25	['confocal', 'laser', 'scanning', 'microscopic', 'imaging', 'was', 'performed', 'using', 'a', 'leica', 'confocal', 'microscope', '$UNK$', '$UNK$', ',', 'leica', 'microsystems', 'cms', 'gmbh', ',', 'mannheim', ',', 'germany', '$UNK$', '.']	5.52	['confocal', 'microscope', '$UNK$', 'leica', 'microsystems', 'cms', 'gmbh']	6.714285714285714	28.000000000000004	1	3	1	0	1	1	18
91	35	['briefly', ',', '$UNK$', 'and', '$UNK$', 'glioblastoma', 'cells', 'and', '$UNK$', 'astrocytes', 'were', 'cultured', 'in', 'different', '$UNK$', 'plates', '$UNK$', 'greiner', '$UNK$', 'gmbh', ',', '$UNK$', ',', 'germany', '$UNK$', 'at', 'a', 'density', 'of', '$UNK$', '$NUM$', 'cells', '/', 'well', '.']	4.6571428571428575	['greiner']	7.0	2.857142857142857	1	0	0	0	0	0	34
92	25	['all', 'the', 'blood', 'pressure', 'measurements', 'were', 'undertaken', 'with', 'an', 'automatic', '$UNK$', 'blood', 'pressure', 'recorder', '$UNK$', '$UNK$', ',', '$UNK$', 'ltd', ',', 'ascot', ',', 'uk', '$UNK$', '.']	4.8	['$UNK$', 'blood', 'pressure', 'recorder', '$UNK$', '$UNK$', 'ltd']	5.571428571428571	28.000000000000004	1	1	1	0	1	3	18
93	29	['for', 'fluorescent', 'imaging', ',', 'erythrocytes', 'were', 'incubated', 'with', '$NUM$', 'nm', 'nile', 'red', '$UNK$', 'a', 'hydrophobic', 'probe', 'for', 'membrane', 'detection', '$UNK$', 'at', 'room', 'temperature', 'for', '$NUM$', 'min', 'in', '$UNK$', '.']	5.103448275862069	[]	-1.0	0.0	0	0	0	0	0	0	29
94	13	['polyclonal', 'rabbit', '$UNK$', '$UNK$', 'was', 'from', '$UNK$', '$UNK$', 'glostrup', ',', 'denmark', '$UNK$', '.']	5.0	['$UNK$']	5.0	7.6923076923076925	1	0	0	0	0	0	12
95	29	['primers', 'were', 'designed', 'using', 'the', 'program', 'primer', 'premier', '$UNK$', 'premier', '$UNK$', ',', 'usa', '$UNK$', 'and', 'synthesized', 'using', 'a', '$UNK$', 'synthesizer', '$UNK$', '$UNK$', '$UNK$', '$UNK$', 'aps', ',', 'denmark', '$UNK$', '.']	5.0344827586206895	['program', 'primer', 'premier', 'premier', '$UNK$', '$UNK$', 'synthesizer', '$UNK$', '$UNK$', '$UNK$', 'aps']	6.0	37.93103448275862	2	2	2	2	2	1	18
96	101	['the', 'amplifications', 'were', 'run', 'on', 'the', '$UNK$', '$UNK$', 'roche', 'diagnostics', 'gmbh', ',', 'mannheim', ',', 'germany', '$UNK$', 'according', 'the', 'following', 'program', ':', 'reverse', 'transcription', 'at', '$NUM$', '$UNK$', 'c', 'for', '$NUM$', 'min', 'and', 'initial', 'activation', 'step', 'at', '$NUM$', '$UNK$', 'c', 'for', '$NUM$', 'min', ',', 'followed', 'by', '$NUM$', 'cycles', 'at', '$NUM$', '$UNK$', 'c', 'for', '$NUM$', 's', 'and', '$NUM$', '$UNK$', 'c', 'for', '$NUM$', 's.', 'batch', 'and', '$UNK$', 'cultures', 'were', 'carried', 'out', 'in', '$UNK$', '$UNK$', 'bioreactors', '$UNK$', '$UNK$', 'ltd.', ',', '$UNK$', 'tewkesbury', ',', 'uk', '$UNK$', 'with', 'a', 'starting', 'volume', 'of', '$NUM$', 'l.', 'exponentially', 'growing', 'cells', 'were', 'inoculated', 'in', 'suspension', 'at', '2-3', '$NUM$', '$NUM$', '$NUM$', '$UNK$', '.']	4.663366336633663	['$UNK$', '$UNK$']	5.0	1.9801980198019802	2	0	0	0	0	0	99
97	42	['the', 'stirring', 'device', 'is', 'a', '$NUM$', 'position', 'submersible', 'magnetic', 'stirrer', '$UNK$', '$UNK$', 'hp', '$NUM$', ',', 'art', 'no', '$NUM$', 'from', '$UNK$', '$UNK$', 'gmbh', ',', 'munich', 'germany', '$UNK$', 'controlled', 'by', '$UNK$', '$UNK$', '$NUM$', 's', '$UNK$', '$UNK$', '$UNK$', 'gmbh', ',', 'munich', ',', 'germany', '$UNK$', '.']	4.571428571428571	['$UNK$', '$UNK$']	5.0	4.761904761904762	1	0	1	0	0	0	40
98	55	['the', '$NUM$', 'll', 'reaction', 'mixture', 'prepared', 'in', 'a', '$UNK$', 'ò', '$NUM$', '$UNK$', 'plate', '$NUM$', 'contained', '$UNK$', 'ò', '$NUM$', 'probes', 'master', 'reaction', 'mixture', '$UNK$', 'roche', 'diagnostics', ',', 'gmbh', ',', 'mannheim', ',', 'germany', '$UNK$', ',', '2.5', '$UNK$', 'of', 'each', 'primer', ',', '$NUM$', '$UNK$', 'of', 'upl', 'probe', ',', '$NUM$', 'mm', '$UNK$', '$NUM$', ',', 'and', '$NUM$', 'll', 'cdna', '.']	4.236363636363636	['$UNK$', 'ò', '$NUM$', '$UNK$', 'plate', '$UNK$', 'ò', '$NUM$', 'probes', 'master', 'reaction', 'mixture', 'roche', 'diagnostics', ',', 'gmbh']	5.0	29.09090909090909	1	3	2	6	2	2	39
99	45	"['reagents', 'dulbecco', ""'s"", 'modified', 'eagle', 'medium', '$UNK$', '$UNK$', '$UNK$', ',', 'penicillin', ',', 'streptomycin', ',', 'l-glutamine', ',', 'hank', ""'s"", '$UNK$', '$UNK$', 'balanced', 'salt', 'solution', '$UNK$', '$UNK$', '$UNK$', ',', 'and', 'fetal', 'calf', 'serum', '$UNK$', 'fcs', '$UNK$', 'were', 'purchased', 'from', '$UNK$', 'life', 'technologies', ',', 'ltd.', ',', 'uk', '.']"	4.844444444444444	['$UNK$', 'life', 'technologies', ',', 'ltd.']	5.2	11.11111111111111	1	4	0	0	0	0	40
100	18	['all', 'the', 'tests', 'were', 'run', '$NUM$', 'times', 'and', 'all', 'data', 'were', 'expressed', 'as', 'the', 'mean', '$UNK$', 'sd', '.']	3.7777777777777777	[]	-1.0	0.0	0	0	0	0	0	0	18
101	46	['additionally', ',', 'for', 'blocking', 'of', 'the', 'binding', 'of', 'antibodies', 'to', 'the', 'fc', 'receptors', ',', 'the', 'fcr', 'blocking', 'reagent', '$UNK$', 'human', 'from', '$UNK$', 'biotec', 'gmbh', ',', 'germany', '$UNK$', ',', 'in', 'dilution', '1:100', ',', 'for', '$NUM$', 'min', 'at', '+4', '$UNK$', ',', 'was', 'used', 'on', 'all', 'studied', 'sections', '.']	4.217391304347826	['$UNK$', 'biotec', 'gmbh']	5.0	6.521739130434782	1	2	0	0	0	0	43
102	50	['forward', 'and', 'reverse', 'sequencing', 'reactions', 'were', 'performed', 'with', 'the', '$UNK$', 'tm', 'terminator', 'cycle', 'sequencing', 'ready', 'reaction', 'kit', '$UNK$', 'applied', 'biosystems', ',', 'warrington', ',', 'uk', '$UNK$', 'on', 'an', 'abi', 'prism', 'tm', '$NUM$', 'dna', 'sequencer', '$UNK$', 'applied', 'biosystems', ',', 'warrington', ',', 'uk', '$UNK$', 'in', 'all', 'subjects', 'with', 'abnormal', '$UNK$', 'mobility', 'patterns', '.']	5.28	['$UNK$', 'tm', 'terminator', 'cycle', 'sequencing', 'ready', 'reaction', 'kit', 'applied', 'biosystems', 'abi', 'prism', 'tm', '$NUM$', 'dna', 'sequencer', 'applied', 'biosystems']	6.055555555555555	36.0	2	2	2	4	2	6	32
